height,width,depth,weight,color,quality
1.00108,1.08079,0.99351,0.63088,4,0
0.98126,0.90241,0.92103,0.50273,9,0
0.94483,1.02042,1.04061,0.73812,8,1
1.05342,0.9178,1.0391,0.63045,3,1
1.04777,1.02744,1.00946,0.53837,3,1
0.95431,0.94089,0.91809,0.59374,7,0
0.93877,1.06721,1.09275,0.69684,9,0
0.9969,1.02067,1.05492,0.59615,2,1
1.018,1.0804,1.09437,0.64685,2,0
1.0676,1.03812,0.90745,0.71645,6,0
1.01414,0.9446,1.03043,0.63111,3,1
1.0328,1.05715,1.07424,0.69124,3,1
0.91151,1.09499,1.00269,0.57209,2,0
1.00213,1.01399,1.06766,0.56406,9,1
1.02755,1.08796,0.90192,0.73019,3,1
0.98063,0.92724,0.97592,0.52241,5,0
1.05155,0.95827,0.97906,0.64658,4,1
0.98238,1.07692,0.94178,0.79433,1,0
1.04063,1.03614,1.02068,0.51184,4,0
0.91839,0.93241,0.98456,0.58337,4,0
1.09925,0.9212,0.91697,0.67566,5,0
0.91879,0.9875,0.9761,0.68351,5,0
0.97551,1.01046,0.95912,0.72157,3,1
1.09669,0.99375,1.06151,0.59438,8,0
1.03048,1.07386,1.06299,0.74573,2,1
0.99231,1.01963,0.96385,0.66315,3,1
1.07322,1.07791,0.95943,0.67014,3,1
0.92132,0.97994,0.97256,0.77429,4,0
1.04865,1.06378,1.02565,0.52155,9,0
1.0427,1.08313,0.96281,0.68062,2,0
1.06716,1.08017,0.97576,0.65972,8,0
1.06135,0.93686,0.99766,0.58769,6,1
0.95334,1.0878,0.97774,0.60295,2,0
1.06864,1.09072,1.06151,0.684,9,0
0.93778,1.08104,0.99107,0.5145,2,0
1.0537,1.09077,1.08533,0.60942,7,0
0.90903,1.04731,0.97478,0.55152,5,0
1.03805,0.97231,1.08621,0.5868,10,0
0.98726,1.08468,0.90523,0.65685,1,0
0.92772,1.07589,0.99659,0.78438,7,0
0.99709,0.99419,1.08264,0.64527,2,0
0.99577,0.97326,0.95967,0.65916,8,1
0.91078,1.07719,0.99978,0.69787,7,0
0.9576,0.98807,1.02794,0.50999,3,1
1.07699,1.00507,0.99274,0.53338,3,1
1.03257,0.92276,0.97483,0.78044,3,1
1.09053,0.98487,0.9384,0.65305,7,0
1.02069,1.06784,1.02066,0.56428,1,1
0.96385,1.02416,1.05666,0.76735,6,0
1.07415,1.02552,1.07507,0.6428,2,1
0.91702,0.931,1.05127,0.66412,10,0
1.03866,1.00518,1.04477,0.75617,9,0
1.0236,0.93058,0.92446,0.50082,6,0
1.06718,1.06439,0.98416,0.59794,5,1
0.97795,1.0861,0.99215,0.74247,5,0
0.93151,1.08745,0.93926,0.61663,1,0
1.02186,0.99369,0.91449,0.56703,1,0
1.03947,0.97788,1.04328,0.70486,3,1
0.9823,1.07915,1.08691,0.50252,2,0
1.04361,1.00388,1.05904,0.62853,5,1
1.07516,1.05332,0.93434,0.55665,10,1
0.9512,1.03459,0.99629,0.68585,3,1
1.0758,0.97693,1.0528,0.51305,1,0
1.02174,1.09594,0.97559,0.70592,8,0
0.97397,1.04741,0.96474,0.62836,10,1
1.01769,0.94269,1.07406,0.72944,3,1
0.92034,0.90106,1.00144,0.70021,2,0
1.02974,0.95364,1.0629,0.5808,1,1
0.99108,0.99713,0.92816,0.59117,2,1
1.07221,1.07101,1.06263,0.65955,4,1
0.9846,0.92647,1.05377,0.51332,1,0
1.05852,1.00799,1.09367,0.59349,2,0
0.95505,0.91776,1.0235,0.76078,5,0
1.03885,0.94127,0.93455,0.7855,2,0
1.09,1.00415,0.91237,0.73572,1,0
1.00363,0.93232,1.01225,0.64979,3,1
0.96117,1.0018,1.0339,0.62541,9,1
0.92218,1.01586,0.91904,0.74106,1,0
0.91159,0.98938,1.01784,0.76868,4,0
0.96646,0.93575,0.90609,0.77353,9,0
1.05668,0.99742,0.92015,0.55935,3,1
1.01553,0.99472,1.05717,0.5827,2,1
0.95392,0.95681,0.95049,0.71772,6,1
1.09243,0.97648,0.92681,0.51273,2,0
1.00973,0.91224,1.06061,0.54748,3,1
0.93174,1.08855,0.95498,0.50242,9,0
0.99073,0.9815,0.91525,0.55352,5,0
0.90158,1.07344,1.03954,0.50649,5,0
1.04597,1.05406,0.96843,0.57508,9,1
0.98615,0.95392,1.01052,0.64882,7,1
0.94275,1.02739,1.06568,0.6193,10,1
1.07529,0.90872,0.91354,0.6602,5,0
1.04728,1.05517,1.02577,0.61529,5,1
0.94348,0.92627,1.03755,0.73956,9,1
1.02404,0.9962,0.93543,0.66479,1,1
1.04342,1.07578,0.94973,0.72544,1,1
1.02357,1.05994,0.98669,0.76057,4,0
0.9568,0.90967,0.91861,0.50974,3,1
1.01165,1.01832,0.90992,0.68871,6,0
0.97418,1.05252,1.06879,0.56,6,1
1.00954,0.95054,0.99826,0.77883,2,0
0.9434,0.97138,0.92502,0.71526,6,1
1.00489,1.07629,0.91186,0.59466,7,0
1.04074,1.04615,1.05497,0.52782,8,0
0.93822,1.06836,1.03035,0.60994,4,1
1.04442,1.04931,0.99025,0.61215,3,1
1.02374,0.96748,0.91491,0.57298,7,0
0.96048,1.09544,1.09818,0.78543,8,0
1.04991,1.0797,1.01716,0.58698,10,1
1.08267,0.97173,0.98861,0.69914,10,0
1.01799,1.03867,1.08517,0.72108,3,1
1.01752,0.91407,0.97083,0.50079,1,0
1.06745,0.99716,1.08807,0.59411,1,0
1.02303,1.0788,1.08479,0.72679,7,0
1.04397,1.04969,1.05126,0.71708,3,1
1.01475,1.09968,0.97088,0.5978,10,0
0.91536,0.95558,1.09276,0.66734,6,0
0.94106,1.09278,0.98191,0.74776,4,0
0.97594,1.02815,1.02673,0.53856,10,0
1.08715,1.03594,0.92735,0.70556,5,0
1.08697,0.93662,0.9608,0.50237,7,0
0.9969,0.92454,1.021,0.55259,10,1
1.02624,0.91375,1.09142,0.7347,7,0
0.91842,1.08232,0.95853,0.5485,2,0
1.03722,1.07967,1.05195,0.65956,4,1
1.00909,0.94423,1.04809,0.56505,1,1
0.97498,1.09532,0.90261,0.6108,4,0
1.08623,1.06122,1.06258,0.70358,2,0
1.07898,1.07666,0.91602,0.52011,6,0
0.96563,0.91876,1.00544,0.53268,10,0
1.082,0.91787,0.93252,0.56545,1,0
0.99735,1.0186,0.99172,0.56448,1,1
1.03274,1.08182,1.0265,0.53194,6,0
1.04,0.99683,0.90695,0.75944,10,0
1.06278,0.94194,0.90741,0.75138,7,0
1.06345,1.08048,0.93395,0.59805,2,0
0.9332,0.95041,0.97676,0.77163,6,0
0.96322,0.99971,0.90926,0.67446,6,0
1.0441,1.00801,0.95507,0.7262,3,1
0.94937,0.91488,0.96923,0.77973,8,0
0.93386,1.09233,1.07424,0.66055,9,0
1.08517,0.93303,0.96217,0.50173,6,0
0.9333,1.06164,1.07832,0.52045,4,0
1.01682,1.01473,0.91875,0.59505,2,0
0.91504,0.91943,1.05281,0.6813,2,0
0.98555,1.05027,1.0503,0.53376,4,0
1.05236,1.06212,1.08221,0.74337,4,0
0.96903,0.97524,0.92678,0.66104,6,1
0.99471,0.92807,0.94154,0.62013,10,1
1.00585,1.01317,1.09346,0.69082,6,0
1.05732,1.00347,1.04954,0.67038,6,1
1.03431,0.95604,1.01534,0.52973,6,0
1.0571,1.00854,0.99388,0.5307,2,0
1.08921,1.02044,0.94128,0.66595,3,1
0.98969,0.93894,1.07581,0.54274,2,0
0.94641,1.03847,1.08676,0.65037,2,0
0.92666,1.07452,1.02041,0.77474,9,0
1.04937,1.04562,0.9845,0.7927,2,0
0.98981,0.91169,1.09788,0.79145,4,0
0.90341,0.97393,1.07661,0.75079,8,0
1.0466,1.05366,0.96634,0.60817,6,1
0.96738,0.91894,1.0296,0.67108,9,0
0.99067,0.95845,1.03465,0.71395,7,1
1.03672,1.05091,1.09497,0.68151,1,0
1.04314,0.91589,0.99314,0.63266,8,0
1.01743,0.9379,0.94467,0.57337,10,1
1.06561,0.94562,1.09659,0.62858,1,0
0.94259,1.07741,1.08251,0.71994,1,0
0.94012,1.04556,1.09948,0.57056,6,0
0.9043,1.04353,0.98676,0.64946,10,0
1.01444,1.00448,1.09312,0.6787,5,0
1.05548,0.91813,0.96857,0.58189,10,0
1.03962,1.07643,1.07218,0.61434,9,1
1.02052,0.92399,0.95861,0.51427,10,0
1.07981,0.99405,0.9969,0.67418,5,1
1.01677,1.07008,0.95462,0.54838,3,1
0.91314,0.93384,0.9494,0.65296,10,0
0.99623,1.0196,0.94599,0.78172,4,0
0.91283,1.01787,0.99078,0.67661,8,0
0.98367,1.06052,0.99158,0.71456,9,1
0.93355,1.09943,0.96345,0.56476,9,0
0.9753,0.93807,0.97591,0.67092,3,1
0.96386,1.07553,1.01624,0.69503,1,1
1.09621,0.94174,1.08156,0.56022,1,0
0.98949,0.98711,0.9984,0.60783,10,1
0.97742,0.94735,0.94004,0.60416,7,1
1.00415,1.07414,1.04466,0.52417,7,0
1.05612,0.96581,1.05079,0.65691,2,1
0.90391,0.92745,0.96287,0.5772,4,0
0.95889,0.95379,0.90072,0.72528,7,0
0.91918,1.06329,1.01969,0.76529,2,0
0.96326,0.98574,0.96806,0.51464,4,0
1.05463,0.95126,0.96239,0.64303,4,1
1.00087,1.09931,0.99535,0.68463,1,0
0.97484,1.03945,0.96223,0.70419,10,1
0.95736,0.93047,1.0634,0.61249,3,1
0.90782,0.92178,1.01287,0.62314,2,0
1.00438,1.05477,0.93859,0.53436,8,0
1.03568,0.93835,1.0349,0.71919,2,1
1.066,0.95601,1.06549,0.64184,7,1
0.94358,1.03949,0.96434,0.7884,1,0
0.92213,1.09195,0.97404,0.64205,1,0
0.96304,1.02683,0.95885,0.55195,2,1
0.91559,0.94342,0.90144,0.63504,7,0
1.06763,1.07262,1.05041,0.63872,9,1
1.09501,0.96383,1.06952,0.73787,4,0
1.09757,1.02342,1.06573,0.60867,2,0
0.94468,0.96583,0.96927,0.65412,6,1
0.92139,0.93751,1.01283,0.62394,8,1
0.94327,0.90886,1.01463,0.63898,5,0
0.96143,0.95453,0.99861,0.58955,8,1
1.02871,1.09397,1.03184,0.74106,1,0
1.09825,0.98324,0.90231,0.72609,4,0
0.9058,0.9765,1.02146,0.77222,6,0
1.06524,0.9144,1.02601,0.6543,8,0
1.05707,1.03919,0.99837,0.63814,9,1
0.92406,1.01164,0.96934,0.7651,10,0
0.96277,0.98043,0.98657,0.60469,1,1
1.06094,0.96774,1.04619,0.61026,7,1
0.96801,1.001,1.06482,0.52655,1,0
1.06177,0.96856,1.00808,0.73223,9,1
1.04492,1.06391,0.95197,0.77933,7,0
0.91992,0.92761,1.09202,0.71198,1,0
1.03651,1.02604,1.0908,0.61618,8,0
0.97459,1.0489,0.97302,0.60171,6,1
0.9951,1.01278,0.9591,0.63372,5,1
1.06328,1.00971,1.0107,0.66234,9,1
1.05023,0.91687,1.02875,0.65022,8,0
1.01329,1.02895,1.03288,0.76378,3,1
0.95659,1.02359,1.08429,0.64527,7,0
1.04282,0.9614,0.93432,0.55526,9,1
0.99049,1.0686,1.02696,0.71338,10,1
1.0499,0.94666,1.09128,0.51476,2,0
0.90692,1.04356,1.09273,0.71633,2,0
1.08381,1.03041,0.98672,0.76386,5,0
0.99414,0.9279,1.06732,0.76898,10,0
0.97158,1.08663,1.07546,0.63085,5,0
0.92779,0.91074,1.01539,0.74878,7,0
0.90965,0.96131,0.96474,0.64322,2,0
0.92692,0.99346,0.95592,0.76006,2,0
0.94568,0.97021,1.02153,0.58549,3,1
0.99608,0.97127,1.08751,0.54013,10,0
0.99897,1.06296,1.08102,0.68052,7,0
1.00703,0.92298,1.0026,0.59234,5,1
0.93024,1.09692,0.90841,0.62341,3,1
1.05187,0.99348,0.92929,0.7151,8,1
0.98487,1.05958,1.04098,0.67277,10,1
1.01995,1.00612,0.93616,0.57687,3,1
0.97754,1.07402,0.90581,0.73111,5,0
1.02455,0.93071,1.00829,0.67729,9,1
1.05231,1.03622,0.93555,0.68599,10,1
0.91813,0.98386,0.98926,0.57731,9,0
0.99169,1.05053,0.91188,0.6747,8,0
0.93062,1.09033,1.07338,0.54323,1,0
1.04475,1.07444,1.01292,0.71908,4,1
0.96494,1.02704,0.98625,0.66707,9,1
0.92,1.03568,1.01307,0.6584,2,1
0.97291,0.99289,0.90302,0.65045,1,0
0.94692,1.08684,0.92578,0.60689,2,0
0.96008,0.96041,1.03714,0.67933,5,1
1.09193,0.98384,0.99696,0.55034,2,0
1.04735,1.03128,0.97017,0.783,4,0
1.06305,0.96788,1.09108,0.79608,6,0
1.01892,0.96954,0.97014,0.57975,6,1
1.02889,0.93991,0.94031,0.64676,3,1
0.97426,1.02962,1.05403,0.61222,9,1
1.02729,0.90665,1.04367,0.68172,10,0
1.02937,1.0857,1.0192,0.77582,9,0
0.94957,0.96752,0.96492,0.73359,6,1
0.96274,1.08334,1.06549,0.70779,6,0
0.97903,1.00906,0.95811,0.78206,5,0
1.0922,0.96029,0.90883,0.57451,3,1
1.08772,1.07369,1.06076,0.69577,2,0
0.95488,0.99666,1.07827,0.73834,9,1
1.00081,0.97249,0.9226,0.79074,7,0
0.91101,1.006,0.94034,0.6501,4,0
0.92422,1.07244,1.0036,0.60358,1,1
0.90628,0.90775,1.00275,0.57657,7,0
0.93776,0.98577,0.97584,0.66287,6,1
1.02214,1.04861,1.02271,0.56979,9,1
1.0343,0.9179,0.97696,0.70134,2,0
1.00717,1.00083,1.0865,0.54151,1,0
0.96773,0.96924,0.95214,0.73054,8,1
1.0561,1.00861,1.04492,0.68098,7,1
0.90486,1.00996,1.05361,0.73821,2,0
0.91561,1.05249,0.93933,0.64231,4,0
1.08823,1.0158,1.06469,0.69713,4,0
0.95276,1.00435,1.0207,0.52605,2,0
1.03447,0.98667,0.90985,0.67123,7,0
1.02087,1.0124,1.01345,0.79485,3,1
0.9328,1.08823,0.91022,0.69361,2,0
1.08368,1.00173,0.9325,0.54885,8,0
0.93896,0.97979,1.03965,0.60475,5,1
0.96525,1.02828,1.08591,0.66736,3,1
1.00548,1.06327,0.9121,0.77401,4,0
1.02248,1.08814,1.0477,0.64397,1,0
1.00215,0.94032,0.98842,0.74239,3,1
1.04721,0.92406,0.92973,0.73764,4,1
0.97556,0.94345,0.98357,0.62224,1,1
0.94851,0.98799,1.06884,0.6351,4,1
1.03143,1.09021,1.08434,0.77007,2,0
1.02964,0.97692,1.0995,0.74268,2,0
1.06979,1.02919,1.08722,0.79696,1,0
1.03441,1.00157,1.00229,0.53774,7,0
0.92012,1.03219,0.96651,0.72378,3,1
0.97744,0.97019,0.99919,0.58872,8,1
1.07599,1.04329,0.95014,0.50053,8,0
0.97144,1.09193,1.01435,0.50154,2,0
0.96765,1.01995,1.02063,0.69927,3,1
0.90693,0.93198,1.05775,0.79549,2,0
0.90205,1.06928,1.01394,0.51766,6,0
0.94668,1.06125,1.03582,0.7057,5,1
1.00915,1.07409,1.08208,0.79615,10,0
0.95573,0.90651,0.91243,0.73211,4,0
1.03954,1.09348,1.03838,0.57453,5,0
1.0236,1.04227,1.05469,0.73636,2,1
0.93959,1.06425,0.90394,0.79192,3,1
1.0001,1.08445,0.90007,0.58689,3,1
1.02994,1.01448,1.02912,0.60051,1,1
1.06682,0.92779,0.95774,0.79638,5,0
0.95113,1.08783,1.0078,0.50272,8,0
1.01151,0.91302,0.94976,0.65308,1,0
0.96357,0.99588,0.94362,0.69095,2,1
1.00638,1.07356,1.02354,0.71779,4,1
0.97182,1.04189,0.94991,0.57087,3,1
0.96647,0.91683,0.95181,0.65045,6,0
0.90056,0.99489,0.96282,0.59199,9,0
1.04599,0.90762,1.09045,0.52672,3,1
1.08655,0.98961,0.90877,0.65042,2,0
0.93055,0.9504,1.04248,0.71656,5,1
0.98589,0.96135,1.00752,0.51253,7,0
0.97767,0.9216,0.99427,0.70821,9,1
1.00752,1.07801,1.06842,0.535,1,0
0.91049,1.04115,0.92059,0.68903,4,0
1.03176,0.93601,0.94574,0.56455,4,1
1.02079,0.97005,1.06708,0.68762,8,1
0.95969,1.05253,0.92374,0.61104,10,1
0.98214,1.07866,1.08998,0.59957,6,0
1.01049,0.99633,0.96189,0.75706,7,0
0.99799,1.05623,0.95069,0.562,10,1
0.92659,0.98719,1.05103,0.6606,6,1
0.98934,0.93735,1.08159,0.73796,8,0
1.02045,1.08503,0.95249,0.72624,5,0
1.09109,0.99002,0.99331,0.64112,1,0
0.99728,1.08705,1.02255,0.54317,5,0
1.02319,1.0412,0.91168,0.75313,2,0
0.95306,1.03037,1.07349,0.71278,1,1
1.01091,0.94897,1.03533,0.52437,3,1
0.92429,1.06866,0.99553,0.5234,8,0
1.0069,0.95921,0.93287,0.73367,10,1
1.07271,0.90856,0.95211,0.51246,7,0
0.98867,0.91752,0.9163,0.59108,8,0
1.06326,0.99695,1.07804,0.54992,7,0
1.06916,1.05779,0.90731,0.59042,2,0
0.96048,0.95389,1.04991,0.76953,7,0
1.04639,0.97942,1.03641,0.57887,5,1
0.98653,1.07186,0.98159,0.71339,1,1
0.95507,0.95622,0.9673,0.59364,3,1
1.04388,1.03902,0.95569,0.67456,10,1
0.94661,1.05758,0.97198,0.72618,4,1
1.03438,0.96801,1.0175,0.60704,7,1
0.91995,0.90424,1.03277,0.50694,4,0
1.03772,0.9128,0.91907,0.5496,10,0
0.93691,1.06687,0.90511,0.51817,8,0
1.05065,1.0966,1.06066,0.56731,3,1
1.03406,0.9688,0.94457,0.68174,5,1
1.00929,1.01133,0.93467,0.72334,2,1
1.06962,0.93657,1.02125,0.77322,2,0
1.07724,1.00969,1.04736,0.55014,10,1
1.09745,1.07872,1.08892,0.69305,6,0
1.08968,0.97616,1.03369,0.62796,8,0
1.03199,1.01542,0.90872,0.71929,1,0
0.9829,1.04903,0.9808,0.76931,6,0
0.99064,1.08834,0.93435,0.64948,8,0
0.90836,0.96562,0.97729,0.52709,10,0
1.02229,0.91321,1.06285,0.53261,3,1
1.05374,1.04748,1.05106,0.60866,2,1
0.97113,0.9922,1.01053,0.77739,2,0
0.90303,1.06115,1.0781,0.72016,3,1
1.03758,0.90976,1.01705,0.66881,9,0
0.94616,0.96811,1.015,0.6825,7,1
0.96936,1.0016,0.9658,0.78534,9,0
1.07864,0.98983,1.02268,0.72055,1,1
0.99399,1.0302,0.94314,0.70053,7,1
0.97691,1.01441,1.05826,0.62551,1,1
1.01818,1.03403,0.90253,0.67909,9,0
1.03094,0.99933,0.98369,0.7805,4,0
0.97829,1.0383,1.04645,0.6529,6,1
1.07742,0.91849,0.91308,0.51601,1,0
1.03934,0.97176,0.9618,0.72893,3,1
0.9489,1.06965,1.03845,0.75713,10,0
0.97503,0.93368,0.96068,0.75812,4,0
0.95683,0.99382,1.02206,0.6393,6,1
1.04725,1.07776,1.02466,0.68186,2,1
0.92473,0.95481,0.95847,0.53083,4,0
1.05097,1.00439,1.06096,0.54438,2,0
0.975,0.9102,0.98077,0.68945,3,1
0.96028,1.02848,1.09819,0.59547,1,0
0.92012,1.08259,1.02468,0.57531,7,0
0.93768,1.09726,1.07263,0.76973,7,0
0.97442,1.09099,1.05282,0.5536,2,0
0.90415,0.95205,0.91028,0.73253,3,1
1.00903,1.02405,1.0887,0.67009,8,0
0.9525,1.00007,0.95082,0.54729,8,0
0.98757,1.08702,0.99506,0.71241,5,0
1.08513,1.02297,0.92427,0.63815,9,0
1.0647,1.08869,1.00585,0.5413,2,0
1.06663,0.93108,1.05126,0.64033,5,1
0.96303,1.06648,1.00652,0.54132,1,0
1.0941,1.0743,1.00192,0.79521,7,0
1.03434,0.99941,1.0587,0.68183,5,1
0.92414,0.90719,0.97037,0.70153,5,0
0.95894,0.97427,0.97726,0.55901,5,1
0.94075,0.94205,0.94055,0.67389,7,1
1.09197,0.96642,1.0039,0.57982,4,0
0.99074,1.0309,0.94944,0.79165,9,0
1.07407,1.05866,0.90208,0.67769,1,0
1.03178,1.01887,1.05827,0.65957,5,1
1.07565,1.0278,1.00851,0.6666,2,1
1.00825,1.08033,0.90032,0.74616,4,0
0.94681,0.93271,0.95835,0.76653,3,1
1.03566,0.9281,0.98662,0.76096,8,0
0.90082,0.94344,1.06864,0.66593,5,0
0.98434,0.97057,0.99317,0.61444,7,1
1.07235,0.91572,1.06473,0.59255,3,1
1.06631,1.04641,0.92096,0.67576,7,1
1.01308,1.06393,1.01194,0.71393,6,1
0.97281,1.00753,1.04991,0.53535,6,0
1.00971,0.90839,0.95368,0.73851,2,0
0.99242,1.08784,1.04355,0.63852,6,0
0.9705,0.9764,0.96315,0.782,6,0
1.07431,0.92829,0.9418,0.68726,7,1
1.00966,1.06225,0.99133,0.58742,6,1
1.06172,0.95322,1.08091,0.78276,3,1
1.02829,0.9118,1.0494,0.78678,8,0
0.94143,0.97244,0.93641,0.54671,9,0
0.93434,1.05321,0.98295,0.59453,1,1
1.08833,1.02433,1.00683,0.69268,7,0
1.00318,0.90208,0.90311,0.68408,7,0
1.05479,0.92909,0.99757,0.52796,1,0
0.9568,0.91346,1.0679,0.53457,6,0
1.0139,0.93815,1.06605,0.79794,6,0
1.03731,0.94829,0.90811,0.5634,9,0
0.92568,1.02782,1.06525,0.73288,8,1
0.90322,1.08967,1.0075,0.79633,2,0
0.92845,1.00625,1.00199,0.68392,6,1
1.01439,0.94889,0.94337,0.59051,1,1
1.0654,0.94566,0.93456,0.75033,6,0
0.99852,0.96129,0.9617,0.7039,2,1
1.049,0.93904,1.00287,0.50011,9,0
0.96626,1.01329,1.03927,0.51043,7,0
1.0513,1.02891,1.03573,0.63065,9,1
0.93568,1.09319,1.03319,0.58611,4,0
1.02087,0.97226,0.98918,0.66849,2,1
1.09608,0.92552,0.93405,0.52664,7,0
0.93219,1.04493,1.05549,0.63283,7,1
1.07768,1.08022,0.98816,0.51884,6,0
0.98609,0.96715,1.01043,0.55652,7,1
1.03671,0.91667,0.98817,0.53537,7,0
0.90177,1.06807,0.95426,0.55095,6,0
0.91563,1.02249,0.983,0.61377,8,0
1.02961,1.04073,0.93838,0.75478,2,0
1.01941,0.90206,1.05846,0.50574,3,1
1.0661,0.93652,0.98911,0.62143,4,1
0.9196,0.96735,1.05742,0.65644,4,0
1.09046,0.97746,0.97777,0.793,3,1
0.96698,0.97037,0.95397,0.50831,10,0
1.06168,1.08943,1.06835,0.52447,6,0
0.99906,0.97666,0.9209,0.5734,4,1
0.90931,1.00871,1.00611,0.75437,8,0
0.90555,0.98185,1.07137,0.78686,3,1
1.09563,0.91596,0.92135,0.54536,10,0
0.90647,0.94677,0.93657,0.5895,8,0
1.07217,1.00816,1.06196,0.79862,8,0
1.03514,1.09715,0.95702,0.63753,1,0
1.06954,0.93139,0.95991,0.64822,6,1
1.0462,1.0211,1.0138,0.56421,8,1
1.02171,0.90618,1.01553,0.70934,7,0
0.91343,0.97622,0.92324,0.57807,8,0
1.04721,0.95585,1.04162,0.77499,8,0
1.07343,0.92515,0.94626,0.61808,5,1
0.98398,1.07163,0.92542,0.58318,2,1
0.988,0.99079,1.00545,0.71907,7,1
1.08524,0.92489,1.02402,0.55089,5,0
0.90983,1.0009,0.99051,0.79532,4,0
1.08636,1.09333,0.98834,0.65284,6,0
0.98812,1.02271,0.97318,0.54928,5,0
1.05202,1.06892,1.03286,0.73322,10,1
1.04455,1.07014,1.0309,0.66514,1,1
1.07808,1.07964,0.92471,0.7779,9,0
1.00669,1.00399,1.08866,0.61606,6,0
0.97634,0.91626,0.90303,0.53567,5,0
1.0706,0.90456,1.06233,0.60406,7,0
1.03505,0.98381,1.05721,0.51355,2,0
1.03371,1.09899,1.06344,0.55133,8,0
0.98545,1.03356,0.99869,0.6239,4,1
1.08003,0.94885,1.06797,0.78069,5,0
1.03397,0.99627,1.08027,0.61731,10,0
0.96032,1.06693,1.08971,0.55015,3,1
0.98167,1.05898,0.9684,0.63295,4,1
1.09166,1.03795,0.96292,0.74859,10,0
0.96329,1.01614,0.98485,0.54121,1,0
1.02182,1.00529,1.05422,0.60649,1,1
0.98688,1.07577,0.97599,0.55997,4,1
1.00035,0.9774,1.07876,0.72841,1,1
1.07237,1.05031,0.98966,0.52946,6,0
0.96879,0.93725,0.91743,0.55528,5,0
1.04525,1.04981,1.09964,0.54806,5,0
1.09311,0.94408,1.08944,0.7065,1,0
1.07976,1.07072,1.09982,0.65976,6,0
1.08832,1.00382,0.98293,0.79527,8,0
0.96481,1.08276,0.92677,0.67386,8,0
1.03243,1.09881,0.91318,0.62491,7,0
1.03991,0.93731,0.95833,0.53563,5,0
1.09505,0.98713,0.94409,0.63411,5,0
0.94904,0.92157,1.08952,0.60796,6,0
1.01446,0.96345,1.06136,0.67064,6,1
1.05463,1.08217,0.93928,0.65232,2,0
1.00554,0.91288,0.95836,0.77387,10,0
1.09121,1.03555,1.06701,0.68584,9,0
0.92641,1.03758,1.03077,0.7626,4,0
1.04753,1.05758,0.99299,0.5199,4,0
1.01877,1.09731,0.96377,0.55597,4,0
1.00026,1.03282,0.99227,0.56563,5,1
0.9925,1.01282,0.99831,0.71266,3,1
0.97918,0.93002,1.00914,0.60184,7,1
0.91056,1.08537,0.93589,0.79797,8,0
1.03096,1.05985,0.91485,0.72926,9,0
0.91861,0.90745,1.01584,0.50897,9,0
0.91868,1.06699,1.04149,0.5076,5,0
1.06859,0.91402,0.937,0.79568,6,0
0.91643,1.08331,0.98072,0.73537,7,0
1.08734,0.98463,1.00665,0.69963,8,0
0.92051,1.04405,1.00766,0.73097,3,1
0.95033,1.06507,0.93795,0.72796,3,1
1.09002,0.97597,0.96429,0.65364,1,0
0.96466,1.08186,0.91284,0.78397,4,0
0.9331,1.01914,0.98639,0.65831,1,1
0.93978,0.94857,0.98595,0.60958,5,1
0.98441,0.99463,0.93704,0.73448,2,1
0.9523,1.09532,0.9588,0.6195,9,0
1.08547,1.05391,0.93298,0.74659,1,0
1.02609,0.96884,1.09324,0.52537,3,1
0.91344,1.04718,0.91408,0.73479,5,0
0.96185,0.92802,0.97998,0.70744,7,1
0.96122,1.09154,0.99651,0.66738,7,0
1.00234,1.0251,0.91773,0.7576,3,1
1.00178,0.99382,0.92063,0.79698,9,0
1.03955,0.99734,1.04585,0.5776,10,1
1.04427,0.95637,0.92792,0.71996,5,1
1.09033,0.91519,0.91996,0.59462,5,0
1.08776,1.05381,1.08813,0.76687,7,0
1.05993,1.08223,1.00182,0.53107,7,0
0.98949,0.91308,0.90125,0.59955,6,0
0.97978,1.06061,0.98736,0.69578,10,1
1.01487,0.94373,0.96693,0.75099,6,0
1.01272,0.91492,1.04563,0.54954,2,0
1.0791,0.94412,0.95277,0.61707,1,1
0.95986,0.97509,0.92954,0.56926,4,1
0.96124,0.99546,1.03031,0.75785,1,0
1.03326,1.06643,0.96312,0.7819,4,0
0.90372,1.02356,0.97084,0.51007,10,0
1.04514,1.09576,1.02586,0.56369,8,0
1.02898,1.03239,1.04404,0.62919,6,1
1.02545,1.08417,0.93533,0.71934,7,0
0.90444,1.09812,1.01659,0.61411,6,0
0.97569,1.06516,1.02939,0.68614,5,1
1.05748,1.0878,1.05881,0.74356,5,0
1.08069,1.02586,0.9621,0.53092,4,0
1.08677,0.98019,1.08892,0.71197,6,0
0.91987,0.9853,0.92064,0.73422,6,0
0.90859,0.91526,1.08481,0.60287,6,0
1.08896,0.99688,0.9641,0.61784,6,0
0.92893,0.99404,1.09068,0.54359,10,0
1.06099,0.9611,0.95197,0.77046,5,0
0.96531,0.98989,0.9221,0.60167,8,1
0.92664,1.06496,1.03598,0.79367,4,0
1.03003,1.03019,0.98774,0.68584,5,1
0.97707,0.99214,1.04437,0.6241,9,1
0.90714,1.04317,1.02616,0.54369,4,0
1.03528,1.0478,0.92354,0.52793,3,1
1.06708,1.02246,1.05442,0.76709,5,0
0.95344,1.0788,0.96663,0.58858,6,1
